fra;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
FR;2021-04-28-2021-05-04;69;7931;56.9;6387;80.5;435;5.5;854;10.8;255;3.2
FR;2021-04-28-2021-05-04;79;4317;56.1;3362;77.9;225;5.2;575;13.3;155;3.6
FR;2021-04-28-2021-05-04;89;2712;57.5;2108;77.7;141;5.2;358;13.2;105;3.9
FR;2021-04-28-2021-05-04;90;1376;60;1023;74.3;83;6;209;15.2;61;4.4
FR;2021-04-29-2021-05-05;09;6559;62.1;5083;77.5;299;4.6;934;14.2;243;3.7
FR;2021-04-29-2021-05-05;19;13318;57.5;10740;80.6;650;4.9;1515;11.4;413;3.1
FR;2021-04-29-2021-05-05;29;14844;53.8;11815;79.6;941;6.3;1629;11;459;3.1
FR;2021-04-29-2021-05-05;39;14005;54.9;11220;80.1;875;6.2;1472;10.5;438;3.1
FR;2021-04-29-2021-05-05;49;13371;56.9;10835;81;739;5.5;1363;10.2;434;3.2
FR;2021-04-29-2021-05-05;59;12147;56.9;9752;80.3;734;6;1254;10.3;407;3.4
FR;2021-04-29-2021-05-05;69;7603;57.4;6064;79.8;437;5.7;842;11.1;260;3.4
FR;2021-04-29-2021-05-05;79;4080;56.1;3145;77.1;221;5.4;561;13.8;153;3.8
FR;2021-04-29-2021-05-05;89;2584;58;1984;76.8;135;5.2;363;14;102;3.9
FR;2021-04-29-2021-05-05;90;1295;60.6;991;76.5;65;5;184;14.2;55;4.2
FR;2021-04-30-2021-05-06;09;6657;62.7;5184;77.9;303;4.6;925;13.9;245;3.7
FR;2021-04-30-2021-05-06;19;13145;58.3;10584;80.5;621;4.7;1519;11.6;421;3.2
FR;2021-04-30-2021-05-06;29;14438;54.3;11424;79.1;921;6.4;1637;11.3;456;3.2
FR;2021-04-30-2021-05-06;39;13663;55.6;10877;79.6;862;6.3;1480;10.8;444;3.2
FR;2021-04-30-2021-05-06;49;13044;57.3;10530;80.7;750;5.7;1339;10.3;425;3.3
FR;2021-04-30-2021-05-06;59;11813;57.6;9435;79.9;721;6.1;1250;10.6;407;3.4
FR;2021-04-30-2021-05-06;69;7244;57.7;5769;79.6;415;5.7;813;11.2;247;3.4
FR;2021-04-30-2021-05-06;79;3832;55.7;2965;77.4;201;5.2;522;13.6;144;3.8
FR;2021-04-30-2021-05-06;89;2447;57.7;1863;76.1;134;5.5;354;14.5;96;3.9
FR;2021-04-30-2021-05-06;90;1201;59.3;921;76.7;56;4.7;174;14.5;50;4.2
FR;2021-05-01-2021-05-07;09;6661;62.5;5196;78;285;4.3;936;14.1;244;3.7
FR;2021-05-01-2021-05-07;19;12667;58.8;10124;79.9;636;5;1503;11.9;404;3.2
FR;2021-05-01-2021-05-07;29;13943;54.8;10955;78.6;877;6.3;1662;11.9;449;3.2
FR;2021-05-01-2021-05-07;39;13330;56;10603;79.5;832;6.2;1480;11.1;415;3.1
FR;2021-05-01-2021-05-07;49;12618;57.7;10176;80.6;724;5.7;1308;10.4;410;3.2
FR;2021-05-01-2021-05-07;59;11305;58.3;8994;79.6;679;6;1233;10.9;399;3.5
FR;2021-05-01-2021-05-07;69;6808;58.2;5437;79.9;373;5.5;758;11.1;240;3.5
FR;2021-05-01-2021-05-07;79;3649;56.3;2807;76.9;185;5.1;510;14;147;4
FR;2021-05-01-2021-05-07;89;2331;58.1;1768;75.8;130;5.6;349;15;84;3.6
FR;2021-05-01-2021-05-07;90;1134;59.8;861;75.9;60;5.3;171;15.1;42;3.7
FR;2021-05-02-2021-05-08;09;6710;62.2;5232;78;286;4.3;950;14.2;242;3.6
FR;2021-05-02-2021-05-08;19;12641;58.7;10085;79.8;645;5.1;1506;11.9;405;3.2
FR;2021-05-02-2021-05-08;29;13867;54.7;10879;78.5;871;6.3;1670;12;447;3.2
FR;2021-05-02-2021-05-08;39;13359;55.9;10647;79.7;836;6.3;1461;10.9;415;3.1
FR;2021-05-02-2021-05-08;49;12584;57.6;10145;80.6;726;5.8;1300;10.3;413;3.3
FR;2021-05-02-2021-05-08;59;11286;58.3;8970;79.5;690;6.1;1235;10.9;391;3.5
FR;2021-05-02-2021-05-08;69;6783;58;5416;79.8;376;5.5;752;11.1;239;3.5
FR;2021-05-02-2021-05-08;79;3601;56.2;2772;77;179;5;503;14;147;4.1
FR;2021-05-02-2021-05-08;89;2307;58.4;1752;75.9;122;5.3;352;15.3;81;3.5
FR;2021-05-02-2021-05-08;90;1126;59.5;856;76;61;5.4;167;14.8;42;3.7
FR;2021-05-03-2021-05-09;09;6703;62;5211;77.7;282;4.2;967;14.4;243;3.6
FR;2021-05-03-2021-05-09;19;12539;58.5;10009;79.8;633;5;1500;12;397;3.2
FR;2021-05-03-2021-05-09;29;13761;54.7;10782;78.4;867;6.3;1659;12.1;453;3.3
FR;2021-05-03-2021-05-09;39;13306;56;10598;79.6;841;6.3;1451;10.9;416;3.1
FR;2021-05-03-2021-05-09;49;12505;57.5;10092;80.7;722;5.8;1288;10.3;403;3.2
FR;2021-05-03-2021-05-09;59;11200;58.3;8915;79.6;674;6;1224;10.9;387;3.5
FR;2021-05-03-2021-05-09;69;6727;58;5372;79.9;365;5.4;751;11.2;239;3.6
FR;2021-05-03-2021-05-09;79;3556;56.6;2740;77.1;175;4.9;495;13.9;146;4.1
FR;2021-05-03-2021-05-09;89;2263;58.3;1710;75.6;119;5.3;351;15.5;83;3.7
FR;2021-05-03-2021-05-09;90;1108;59.3;838;75.6;60;5.4;170;15.3;40;3.6
FR;2021-05-04-2021-05-10;09;6618;61.4;5099;77;285;4.3;1003;15.2;231;3.5
FR;2021-05-04-2021-05-10;19;11740;57.4;9294;79.2;609;5.2;1444;12.3;393;3.3
FR;2021-05-04-2021-05-10;29;12914;54;10043;77.8;842;6.5;1618;12.5;411;3.2
FR;2021-05-04-2021-05-10;39;12532;55.2;9889;78.9;783;6.2;1474;11.8;386;3.1
FR;2021-05-04-2021-05-10;49;11634;56.6;9312;80;700;6;1257;10.8;365;3.1
FR;2021-05-04-2021-05-10;59;10389;57.7;8137;78.3;664;6.4;1236;11.9;352;3.4
FR;2021-05-04-2021-05-10;69;6209;57;4901;78.9;340;5.5;760;12.2;208;3.3
FR;2021-05-04-2021-05-10;79;3207;55.9;2432;75.8;161;5;487;15.2;127;4
FR;2021-05-04-2021-05-10;89;2025;56.3;1516;74.9;110;5.4;328;16.2;71;3.5
FR;2021-05-04-2021-05-10;90;1020;58.5;767;75.2;62;6.1;158;15.5;33;3.2
FR;2021-05-05-2021-05-11;09;6339;59.2;4891;77.2;287;4.5;940;14.8;221;3.5
FR;2021-05-05-2021-05-11;19;10964;55;8684;79.2;592;5.4;1337;12.2;351;3.2
FR;2021-05-05-2021-05-11;29;11883;51.9;9179;77.2;741;6.2;1569;13.2;394;3.3
FR;2021-05-05-2021-05-11;39;11738;53.2;9250;78.8;748;6.4;1394;11.9;346;2.9
FR;2021-05-05-2021-05-11;49;10728;54.3;8526;79.5;673;6.3;1188;11.1;341;3.2
FR;2021-05-05-2021-05-11;59;9473;55;7385;78;608;6.4;1170;12.4;310;3.3
FR;2021-05-05-2021-05-11;69;5587;54.2;4384;78.5;295;5.3;736;13.2;172;3.1
FR;2021-05-05-2021-05-11;79;2852;52.9;2145;75.2;143;5;455;16;109;3.8
FR;2021-05-05-2021-05-11;89;1782;53.3;1313;73.7;100;5.6;308;17.3;61;3.4
FR;2021-05-05-2021-05-11;90;893;55.2;658;73.7;55;6.2;152;17;28;3.1
FR;2021-02-12-2021-02-18;0;82052;52.2;38297;46.7;3532;4.3;7068;8.6;33155;40.4
FR;2021-02-13-2021-02-19;0;89506;55.4;41693;46.6;4029;4.5;7903;8.8;35881;40.1
FR;2021-02-14-2021-02-20;0;92506;56.4;43408;46.9;4280;4.6;8077;8.7;36741;39.7
FR;2021-02-15-2021-02-21;0;93248;56.7;43899;47.1;4304;4.6;8200;8.8;36845;39.5
FR;2021-02-16-2021-02-22;0;97588;57.6;48038;49.2;4488;4.6;8660;8.9;36402;37.3
FR;2021-02-17-2021-02-23;0;100838;58.3;51377;51;4844;4.8;8992;8.9;35625;35.3
FR;2021-02-18-2021-02-24;0;102977;58.8;54333;52.8;5028;4.9;8958;8.7;34658;33.7
FR;2021-02-19-2021-02-25;0;104365;59.2;56698;54.3;5171;5;9089;8.7;33407;32
FR;2021-02-20-2021-02-26;0;104902;59.5;58691;55.9;5492;5.2;8895;8.5;31824;30.3
FR;2021-02-21-2021-02-27;0;105308;59.6;59637;56.6;5663;5.4;8920;8.5;31088;29.5
FR;2021-02-22-2021-02-28;0;105363;59.6;59811;56.8;5688;5.4;8882;8.4;30982;29.4
FR;2021-02-23-2021-03-01;0;105300;60.1;62124;59;5829;5.5;8679;8.2;28668;27.2
FR;2021-02-24-2021-03-02;0;104754;60;63497;60.6;5657;5.4;8674;8.3;26926;25.7
FR;2021-02-25-2021-03-03;0;104125;59.7;64642;62.1;5518;5.3;8692;8.3;25273;24.3
FR;2021-02-26-2021-03-04;0;103733;59.8;65841;63.5;5416;5.2;8723;8.4;23753;22.9
FR;2021-02-27-2021-03-05;0;103729;59.8;67213;64.8;5159;5;8964;8.6;22393;21.6
FR;2021-02-28-2021-03-06;0;104129;59.6;68291;65.6;5067;4.9;9067;8.7;21704;20.8
FR;2021-03-01-2021-03-07;0;104041;59.6;68443;65.8;5038;4.8;9022;8.7;21538;20.7
FR;2021-03-02-2021-03-08;0;105482;59.8;70922;67.2;4945;4.7;9531;9;20084;19
FR;2021-03-03-2021-03-09;0;107192;60.1;73030;68.1;5051;4.7;9795;9.1;19316;18
FR;2021-03-04-2021-03-10;0;110005;60.3;75986;69.1;5349;4.9;10108;9.2;18562;16.9
FR;2021-03-05-2021-03-11;0;113716;59.5;79758;70.1;5626;4.9;10539;9.3;17793;15.6
FR;2021-03-06-2021-03-12;0;117669;58.6;83771;71.2;5832;5;10861;9.2;17205;14.6
FR;2021-03-07-2021-03-13;0;119932;57.6;85868;71.6;5960;5;11092;9.2;17012;14.2
FR;2021-03-08-2021-03-14;0;120829;57.5;86639;71.7;5988;5;11234;9.3;16968;14
FR;2021-03-09-2021-03-15;0;126444;56.1;92233;72.9;6258;4.9;11528;9.1;16425;13
FR;2021-03-10-2021-03-16;0;130653;55.2;96411;73.8;6483;5;11822;9;15937;12.2
FR;2021-03-11-2021-03-17;0;134621;55.3;100269;74.5;6544;4.9;12281;9.1;15527;11.5
FR;2021-03-12-2021-03-18;0;137502;55.8;103288;75.1;6549;4.8;12560;9.1;15105;11
FR;2021-03-13-2021-03-19;0;140454;56.3;106190;75.6;6566;4.7;13063;9.3;14635;10.4
FR;2021-03-14-2021-03-20;0;141610;56.5;107465;75.9;6573;4.6;13142;9.3;14430;10.2
FR;2021-03-15-2021-03-21;0;141724;56.5;107542;75.9;6561;4.6;13234;9.3;14387;10.2
FR;2021-03-16-2021-03-22;0;144917;56.8;110745;76.4;6650;4.6;13924;9.6;13598;9.4
FR;2021-03-17-2021-03-23;0;149779;57.5;115204;76.9;6733;4.5;14563;9.7;13279;8.9
FR;2021-03-18-2021-03-24;0;153516;57.2;119216;77.7;6792;4.4;14556;9.5;12952;8.4
FR;2021-03-19-2021-03-25;0;155077;56;121064;78.1;6805;4.4;14787;9.5;12421;8
FR;2021-03-20-2021-03-26;0;159604;55.9;125751;78.8;6974;4.4;14754;9.2;12125;7.6
FR;2021-03-21-2021-03-27;0;161836;55.7;128059;79.1;7054;4.4;14806;9.1;11917;7.4
FR;2021-03-22-2021-03-28;0;162043;55.7;128393;79.2;7064;4.4;14738;9.1;11848;7.3
FR;2021-03-23-2021-03-29;0;166670;55.8;133504;80.1;7109;4.3;14480;8.7;11577;6.9
FR;2021-03-24-2021-03-30;0;167303;54.7;134753;80.5;7099;4.2;14215;8.5;11236;6.7
FR;2021-03-25-2021-03-31;0;166619;53.9;134566;80.8;7017;4.2;14213;8.5;10823;6.5
FR;2021-03-26-2021-04-01;0;167848;53.9;136165;81.1;6974;4.2;14093;8.4;10616;6.3
FR;2021-03-27-2021-04-02;0;164823;53.2;134160;81.4;6722;4.1;13922;8.4;10019;6.1
FR;2021-03-28-2021-04-03;0;163933;52.9;133497;81.4;6649;4.1;14001;8.5;9786;6
FR;2021-03-29-2021-04-04;0;163469;52.8;133113;81.4;6696;4.1;13902;8.5;9758;6
FR;2021-03-30-2021-04-05;0;130626;51.5;106241;81.3;5331;4.1;11380;8.7;7674;5.9
FR;2021-03-31-2021-04-06;0;135786;50.7;111018;81.8;5449;4;11669;8.6;7650;5.6
FR;2021-04-01-2021-04-07;0;136914;51;112351;82.1;5427;4;11764;8.6;7372;5.4
FR;2021-04-02-2021-04-08;0;136964;51.5;112582;82.2;5418;4;11610;8.5;7354;5.4
FR;2021-04-03-2021-04-09;0;136973;51.7;112756;82.3;5347;3.9;11614;8.5;7256;5.3
FR;2021-04-04-2021-04-10;0;136461;51.6;112629;82.5;5250;3.8;11515;8.4;7067;5.2
FR;2021-04-05-2021-04-11;0;136633;51.7;112785;82.5;5221;3.8;11549;8.5;7078;5.2
FR;2021-04-06-2021-04-12;0;162767;52.2;134620;82.7;6247;3.8;13656;8.4;8244;5.1
FR;2021-04-07-2021-04-13;0;152648;53.1;125993;82.5;5950;3.9;13193;8.6;7512;4.9
FR;2021-04-08-2021-04-14;0;146096;52.7;120292;82.3;5811;4;12910;8.8;7083;4.8
FR;2021-04-09-2021-04-15;0;140334;52;115564;82.3;5578;4;12759;9.1;6433;4.6
FR;2021-04-10-2021-04-16;0;137256;52.2;113105;82.4;5682;4.1;12534;9.1;5935;4.3
FR;2021-04-11-2021-04-17;0;135856;52.5;111806;82.3;5693;4.2;12558;9.2;5799;4.3
FR;2021-04-12-2021-04-18;0;135650;52.5;111668;82.3;5687;4.2;12548;9.3;5747;4.2
FR;2021-04-13-2021-04-19;0;133364;52.7;109702;82.3;5921;4.4;12340;9.3;5401;4
FR;2021-04-14-2021-04-20;0;131339;52.7;108386;82.5;6027;4.6;11774;9;5152;3.9
FR;2021-04-15-2021-04-21;0;130729;53;108013;82.6;6152;4.7;11560;8.8;5004;3.8
FR;2021-04-16-2021-04-22;0;129978;53.5;107215;82.5;6383;4.9;11489;8.8;4891;3.8
FR;2021-04-17-2021-04-23;0;127030;53.4;104665;82.4;6352;5;11274;8.9;4739;3.7
FR;2021-04-18-2021-04-24;0;125495;53.5;103355;82.4;6364;5.1;11126;8.9;4650;3.7
FR;2021-04-19-2021-04-25;0;124990;53.5;102924;82.3;6361;5.1;11096;8.9;4609;3.7
FR;2021-04-20-2021-04-26;0;120533;53.6;99193;82.3;6111;5.1;10890;9;4339;3.6
FR;2021-04-21-2021-04-27;0;116395;53.4;95328;81.9;5952;5.1;11028;9.5;4087;3.5
FR;2021-04-22-2021-04-28;0;111802;53.3;91269;81.6;5832;5.2;10853;9.7;3848;3.4
FR;2021-04-23-2021-04-29;0;107672;53.4;87608;81.4;5687;5.3;10715;10;3662;3.4
FR;2021-04-24-2021-04-30;0;104227;53.5;84215;80.8;5642;5.4;10823;10.4;3547;3.4
FR;2021-04-25-2021-05-01;0;96113;54.1;77451;80.6;5272;5.5;10141;10.6;3249;3.4
FR;2021-04-26-2021-05-02;0;96022;54.1;77374;80.6;5296;5.5;10124;10.5;3228;3.4
FR;2021-04-27-2021-05-03;0;94041;55;75461;80.2;5235;5.6;10206;10.9;3139;3.3
FR;2021-04-28-2021-05-04;0;91971;55.8;73588;80;5177;5.6;10119;11;3087;3.4
FR;2021-04-29-2021-05-05;0;89827;56.5;71645;79.8;5097;5.7;10120;11.3;2965;3.3
FR;2021-04-30-2021-05-06;0;87508;57.1;69566;79.5;4987;5.7;10018;11.4;2937;3.4
FR;2021-05-01-2021-05-07;0;84467;57.5;66932;79.2;4784;5.7;9915;11.7;2836;3.4
FR;2021-05-02-2021-05-08;0;84286;57.4;66766;79.2;4795;5.7;9901;11.7;2824;3.4
FR;2021-05-03-2021-05-09;0;83688;57.4;66278;79.2;4740;5.7;9861;11.8;2809;3.4
FR;2021-05-04-2021-05-10;0;78308;56.6;61401;78.4;4558;5.8;9770;12.5;2579;3.3
FR;2021-05-05-2021-05-11;0;72260;54.2;56429;78.1;4244;5.9;9253;12.8;2334;3.2
